id_icpe,nom_original,structure,etablissement,nom_complet,code_insee_commune,nom_commune,epci_siren,epci_nom,coordonnees_lat_lon,geometrie_geojson,id_ligne_export,siret,regime_icpe,categorie_seveso,priorite_nationale,url_fiche_georisques,elevage_bovins,elevage_porcs,elevage_volailles,activite_carriere,activite_eolienne,activite_industrielle,directive_ied,code_naf_division,date_enregistrement,annee_enregistrement
5206006,SEMA,SEMA,,SEMA,33009,Arcachon,243300563,CA Bassin d'Arcachon Sud (COBAS),"44.6488899, -1.1905829","{""coordinates"": [-1.1905829, 44.6488899], ""type"": ""Point""}",1025,35180609600019,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005206006,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,11,2025-02-10T00:00:00+01:00,2025
5206063,CAVES DE RAUZAN,CAVES DE RAUZAN,Rauzan,CAVES DE RAUZAN — Rauzan,33350,Rauzan,243301454,CC Castillon/Pujols,"44.7793089, -0.1162129","{""coordinates"": [-0.1162129, 44.7793089], ""type"": ""Point""}",1030,78197355700015,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005206063,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,11,2025-02-10T00:00:00+01:00,2025
5201202,CARROSSERIE LE GRAAL,CARROSSERIE LE GRAAL,,CARROSSERIE LE GRAAL,33433,Saint-Loubès,243301249,CC Les Rives de la Laurence,"44.9171619, -0.42898","{""coordinates"": [-0.42898, 44.9171619], ""type"": ""Point""}",790,,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005201202,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2025-02-10T00:00:00+01:00,2025
5201354,CAPY EDMOND,CAPY EDMOND,,CAPY EDMOND,33529,La Teste-de-Buch,243300563,CA Bassin d'Arcachon Sud (COBAS),"44.6042469, -1.124939","{""coordinates"": [-1.124939, 44.6042469], ""type"": ""Point""}",856,32103551100021,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005201354,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,38,2025-02-10T00:00:00+01:00,2025
5201359,GILLET ALAIN,GILLET ALAIN,,GILLET ALAIN,33535,Tresses,243301355,CC les Coteaux Bordelais,"44.8509279, -0.457886","{""coordinates"": [-0.457886, 44.8509279], ""type"": ""Point""}",859,30461895200010,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005201359,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,70,2025-02-10T00:00:00+01:00,2025
5201361,CHEMET-GLI,CHEMET-GLI,,CHEMET-GLI,33533,Toulenne,200043974,CC du Sud Gironde,"44.5610589, -0.257501","{""coordinates"": [-0.257501, 44.5610589], ""type"": ""Point""}",860,88107401700131,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005201361,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,2025-02-10T00:00:00+01:00,2025
5201366,SAPAMO,SAPAMO,,SAPAMO,33535,Tresses,243301355,CC les Coteaux Bordelais,"44.8486419, -0.46038","{""coordinates"": [-0.46038, 44.8486419], ""type"": ""Point""}",863,33872767000014,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005201366,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,37,2025-02-10T00:00:00+01:00,2025
5201370,FRONERI Vayres (ex R&R ICE CREAM),FRONERI Vayres (ex R&R ICE CREAM),,FRONERI Vayres (ex R&R ICE CREAM),33539,Vayres,200070092,CA du Libournais,"44.9071639, -0.3373949","{""coordinates"": [-0.3373949, 44.9071639], ""type"": ""Point""}",864,41147368900015,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005201370,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10,2026-03-27T00:00:00+01:00,2026
5201375,O-I France SAS,O-I France SAS,,O-I France SAS,33539,Vayres,200070092,CA du Libournais,"44.9068999, -0.3452789","{""coordinates"": [-0.3452789, 44.9068999], ""type"": ""Point""}",867,33903070200130,AUTORISATION,NON_SEVESO,TRUE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005201375,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,23,2026-02-26T00:00:00+01:00,2026
5201401,GAZECHIM SA,GAZECHIM SA,,GAZECHIM SA,33550,Villenave-d'Ornon,243300316,Bordeaux Métropole,"44.7734829, -0.5461629","{""coordinates"": [-0.5461629, 44.7734829], ""type"": ""Point""}",874,54292008700062,AUTORISATION,SEUIL_BAS,TRUE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005201401,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,20,2025-06-22T00:00:00+02:00,2025
5201402,HEIDELBERG MATERIALS FRANCE GRANULATS (ex GSM),HEIDELBERG MATERIALS FRANCE GRANULATS (ex GSM),VILLENAVE D ORNON,HEIDELBERG MATERIALS FRANCE GRANULATS (ex GSM) — VILLENAVE D ORNON,33550,Villenave-d'Ornon,243300316,Bordeaux Métropole,"44.7820449, -0.575871","{""coordinates"": [-0.575871, 44.7820449], ""type"": ""Point""}",875,57216565201765,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005201402,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8,2025-12-09T00:00:00+01:00,2025
5201404,DISTILLERIES VINICOLES DU  BLAYAIS,DISTILLERIES VINICOLES DU  BLAYAIS,,DISTILLERIES VINICOLES DU  BLAYAIS,33551,Villeneuve,200023794,CC de Blaye,"45.0790349, -0.6346099","{""coordinates"": [-0.6346099, 45.0790349], ""type"": ""Point""}",877,58702006600011,AUTORISATION,NON_SEVESO,TRUE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005201404,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,11,2025-10-15T00:00:00+02:00,2025
5201405,SEMOCTOM (ex CDC Convergence Garonne),SEMOCTOM (ex CDC Convergence Garonne),,SEMOCTOM (ex CDC Convergence Garonne),33552,Virelade,200069581,CC Convergence Garonne,"44.6629539, -0.38945","{""coordinates"": [-0.38945, 44.6629539], ""type"": ""Point""}",878,25330054500030,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005201405,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,38,2025-10-16T00:00:00+02:00,2025
5203502,GRELIER  SARL,GRELIER  SARL,,GRELIER  SARL,33047,Berson,200023794,CC de Blaye,"45.1020159, -0.579038","{""coordinates"": [-0.579038, 45.1020159], ""type"": ""Point""}",882,38441797800010,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005203502,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,43,2025-02-10T00:00:00+01:00,2025
5203529,HEIDELBERG MATERIALS (ex GSM),HEIDELBERG MATERIALS (ex GSM),Blanquefort,HEIDELBERG MATERIALS (ex GSM) — Blanquefort,33056,Blanquefort,243300316,Bordeaux Métropole,"44.9271209, -0.5618449","{""coordinates"": [-0.5618449, 44.9271209], ""type"": ""Point""}",884,57216565200577,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005203529,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,2025-07-29T00:00:00+02:00,2025
5201215,PIBERNE JEAN,PIBERNE JEAN,,PIBERNE JEAN,33433,Saint-Loubès,243301249,CC Les Rives de la Laurence,"44.9171119, -0.427683","{""coordinates"": [-0.427683, 44.9171119], ""type"": ""Point""}",794,42926034200010,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005201215,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025
5201221,CLICHEROUX,CLICHEROUX,,CLICHEROUX,33433,Saint-Loubès,243301249,CC Les Rives de la Laurence,"44.9193629, -0.452162","{""coordinates"": [-0.452162, 44.9193629], ""type"": ""Point""}",796,,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005201221,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025
5201226,FERINOX,FERINOX,,FERINOX,33434,Saint-Louis-de-Montferrand,243300316,Bordeaux Métropole,"44.9508169, -0.534413","{""coordinates"": [-0.534413, 44.9508169], ""type"": ""Point""}",798,64204327700143,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005201226,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025
5201228,PERRET JACQUES,PERRET JACQUES,,PERRET JACQUES,33434,Saint-Louis-de-Montferrand,243300316,Bordeaux Métropole,"44.9503269, -0.533367","{""coordinates"": [-0.533367, 44.9503269], ""type"": ""Point""}",799,34773360200010,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005201228,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,37,2025-02-10T00:00:00+01:00,2025
5201241,DAU ET LAGRAVE,DAU ET LAGRAVE,,DAU ET LAGRAVE,33445,Saint-Martin-du-Bois,200070092,CA du Libournais,"45.0267379, -0.2667169","{""coordinates"": [-0.2667169, 45.0267379], ""type"": ""Point""}",804,,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005201241,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025
5201243,LYONNET,LYONNET,,LYONNET,33448,Saint-Médard-d'Eyrans,243301264,CC de Montesquieu,"44.7225859, -0.5212259","{""coordinates"": [-0.5212259, 44.7225859], ""type"": ""Point""}",806,96550427700041,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005201243,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,16,2026-02-03T00:00:00+01:00,2026
5201263,HEXAFORM PAPETERIES DU CIRON,HEXAFORM PAPETERIES DU CIRON,,HEXAFORM PAPETERIES DU CIRON,33450,Saint-Michel-de-Castelnau,200043982,CC du Bazadais,"44.2884269, -0.131847","{""coordinates"": [-0.131847, 44.2884269], ""type"": ""Point""}",819,77811618600033,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005201263,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,17,2025-02-10T00:00:00+01:00,2025
5201265,SHELL -,SHELL -,,SHELL -,33452,Saint-Michel-de-Rieufret,200069581,CC Convergence Garonne,"44.6463449, -0.434461","{""coordinates"": [-0.434461, 44.6463449], ""type"": ""Point""}",821,,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005201265,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2025-02-10T00:00:00+01:00,2025
5201267,LOBET Maurice,LOBET Maurice,,LOBET Maurice,33458,Saint-Paul,200023794,CC de Blaye,"45.1486999, -0.603798","{""coordinates"": [-0.603798, 45.1486999], ""type"": ""Point""}",822,58611108000022,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005201267,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,56,2025-02-10T00:00:00+01:00,2025
5201310,EURALIS-AGRO-VIGNE - Sauveterre,EURALIS-AGRO-VIGNE,Sauveterre,EURALIS-AGRO-VIGNE — Sauveterre,33506,Sauveterre-de-Guyenne,200069599,CC Rurales de l'Entre-Deux-Mers,"44.6894369, -0.0875319","{""coordinates"": [-0.0875319, 44.6894369], ""type"": ""Point""}",838,,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005201310,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2025-02-10T00:00:00+01:00,2025
5201316,DUGUET PIERRE,DUGUET PIERRE,,DUGUET PIERRE,33517,Soussans,243301447,CC Médoc Estuaire,"45.0562469, -0.6995369","{""coordinates"": [-0.6995369, 45.0562469], ""type"": ""Point""}",842,,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005201316,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025
5201318,SAS SALANOVA,SAS SALANOVA,,SAS SALANOVA,33519,Le Taillan-Médoc,243300316,Bordeaux Métropole,"44.9290519, -0.677934","{""coordinates"": [-0.677934, 44.9290519], ""type"": ""Point""}",843,50387273100016,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005201318,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,38,2025-08-24T00:00:00+02:00,2025
5201333,BONNECAZE ROGER,BONNECAZE ROGER,,BONNECAZE ROGER,33522,Talence,243300316,Bordeaux Métropole,"44.8164069, -0.590455","{""coordinates"": [-0.590455, 44.8164069], ""type"": ""Point""}",845,78201619000012,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005201333,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,68,2025-02-10T00:00:00+01:00,2025
5201340,COBAS,COBAS,Le Teich,COBAS — Le Teich,33527,Le Teich,243300563,CA Bassin d'Arcachon Sud (COBAS),"44.5708459, -0.9995789","{""coordinates"": [-0.9995789, 44.5708459], ""type"": ""Point""}",849,24330056300117,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005201340,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,38,2025-09-27T00:00:00+02:00,2025
5201345,CREGUT - La Teste,CREGUT,La Teste,CREGUT — La Teste,33529,La Teste-de-Buch,243300563,CA Bassin d'Arcachon Sud (COBAS),"44.6356719, -1.1319619","{""coordinates"": [-1.1319619, 44.6356719], ""type"": ""Point""}",852,39272371400011,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005201345,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025
5201347,"ESSO - La Teste (Arbousiers II,Capet)",ESSO,"La Teste (Arbousiers II,Capet)","ESSO — La Teste (Arbousiers II,Capet)",33529,La Teste-de-Buch,243300563,CA Bassin d'Arcachon Sud (COBAS),"44.6356719, -1.1319619","{""coordinates"": [-1.1319619, 44.6356719], ""type"": ""Point""}",853,,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005201347,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025
5200803,COVED - Grayan,COVED,Grayan,COVED — Grayan,33193,Grayan-et-l'Hôpital,200070720,CC Médoc Atlantique,"45.4156359, -1.095371","{""coordinates"": [-1.095371, 45.4156359], ""type"": ""Point""}",637,,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200803,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025
5200807,HOFFMANN,HOFFMANN,,HOFFMANN,33199,Gujan-Mestras,243300563,CA Bassin d'Arcachon Sud (COBAS),"44.6355559, -1.071957","{""coordinates"": [-1.071957, 44.6355559], ""type"": ""Point""}",638,,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200807,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2025-02-10T00:00:00+01:00,2025
5200808,THALES AVIONICS,THALES AVIONICS,,THALES AVIONICS,33200,Le Haillan,243300316,Bordeaux Métropole,"44.8554929, -0.694795","{""coordinates"": [-0.694795, 44.8554929], ""type"": ""Point""}",639,61203949500439,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200808,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025
5200820,MALTHA GLASS RECYCLING FRANCE,MALTHA GLASS RECYCLING FRANCE,,MALTHA GLASS RECYCLING FRANCE,33207,Izon,200070092,CA du Libournais,"44.9099059, -0.349897","{""coordinates"": [-0.349897, 44.9099059], ""type"": ""Point""}",644,31204524800035,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200820,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,38,2025-02-10T00:00:00+01:00,2025
5200825,ONYX AQUITAINE,ONYX AQUITAINE,,ONYX AQUITAINE,33208,Jau-Dignac-et-Loirac,200070720,CC Médoc Atlantique,"45.4075889, -0.965177","{""coordinates"": [-0.965177, 45.4075889], ""type"": ""Point""}",646,46420237300013,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200825,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025
5200829,JPS,JPS,,JPS,33213,La Brède,243301264,CC de Montesquieu,"44.6875639, -0.504255","{""coordinates"": [-0.504255, 44.6875639], ""type"": ""Point""}",647,33777663700023,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200829,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,22,2026-03-11T00:00:00+01:00,2026
5200830,DEPRONET,DEPRONET,,DEPRONET,33213,La Brède,243301264,CC de Montesquieu,"44.6842939, -0.5260309","{""coordinates"": [-0.5260309, 44.6842939], ""type"": ""Point""}",648,38338274400019,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200830,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2025-02-10T00:00:00+01:00,2025
5200847,LANGON DISTRIBUTION (LECLERC),LANGON DISTRIBUTION (LECLERC),,LANGON DISTRIBUTION (LECLERC),33227,Langon,200043974,CC du Sud Gironde,"44.5563609, -0.2508789","{""coordinates"": [-0.2508789, 44.5563609], ""type"": ""Point""}",653,39092317500025,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200847,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47,2025-02-10T00:00:00+01:00,2025
5200848,FAUCHE Energie (ex. ELECTRO DIESEL),FAUCHE Energie (ex. ELECTRO DIESEL),,FAUCHE Energie (ex. ELECTRO DIESEL),33227,Langon,200043974,CC du Sud Gironde,"44.5426949, -0.238867","{""coordinates"": [-0.238867, 44.5426949], ""type"": ""Point""}",654,37782862900016,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200848,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,27,2026-03-10T00:00:00+01:00,2026
5200851,BEUGNET - Langon,BEUGNET,Langon,BEUGNET — Langon,33227,Langon,200043974,CC du Sud Gironde,"44.5563609, -0.2508789","{""coordinates"": [-0.2508789, 44.5563609], ""type"": ""Point""}",656,40204937300010,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200851,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025
5200854,SOLEM,SOLEM,,SOLEM,33227,Langon,200043974,CC du Sud Gironde,"44.5471769, -0.26809","{""coordinates"": [-0.26809, 44.5471769], ""type"": ""Point""}",657,34343077300014,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200854,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025
5200856,SCEA  DE GALABEN,SCEA  DE GALABEN,,SCEA  DE GALABEN,33229,Lanton,243301504,CA du Bassin d'Arcachon Nord (COBAN),"44.7162249, -1.031953","{""coordinates"": [-1.031953, 44.7162249], ""type"": ""Point""}",658,31688052500019,AUTORISATION,NON_SEVESO,TRUE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200856,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,2025-02-10T00:00:00+01:00,2025
5200861,Société Industrielle et Forestière,Société Industrielle et Forestière,,Société Industrielle et Forestière,33230,Lapouyade,200070092,CA du Libournais,"45.1120799, -0.285044","{""coordinates"": [-0.285044, 45.1120799], ""type"": ""Point""}",660,42931529400018,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200861,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025
5200863,RO-SCIE-PAL,RO-SCIE-PAL,,RO-SCIE-PAL,33233,Laruscade,243301181,CC Latitude Nord Gironde,"45.1256539, -0.344961","{""coordinates"": [-0.344961, 45.1256539], ""type"": ""Point""}",661,33844448200016,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200863,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2025-02-10T00:00:00+01:00,2025
5200865,CORRAL PIERRE,CORRAL PIERRE,,CORRAL PIERRE,33233,Laruscade,243301181,CC Latitude Nord Gironde,"45.1468959, -0.360229","{""coordinates"": [-0.360229, 45.1468959], ""type"": ""Point""}",662,30067758000015,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200865,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025
5200869,L'ELECTROLYSE SAS,L'ELECTROLYSE SAS,,L'ELECTROLYSE SAS,33234,Latresne,243301439,CC des Portes de l'Entre-Deux-Mers,"44.7819539, -0.505674","{""coordinates"": [-0.505674, 44.7819539], ""type"": ""Point""}",665,46020064500022,AUTORISATION,NON_SEVESO,TRUE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200869,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,25,2025-07-18T00:00:00+02:00,2025
5200873,SIVOM du Sauternais (USSGETOM),SIVOM du Sauternais (USSGETOM),,SIVOM du Sauternais (USSGETOM),33237,Léogeats,200043974,CC du Sud Gironde,"44.5116319, -0.3666419","{""coordinates"": [-0.3666419, 44.5116319], ""type"": ""Point""}",667,,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200873,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025
5200901,HOSTEIN ET LAVAL,HOSTEIN ET LAVAL,,HOSTEIN ET LAVAL,33248,Listrac-Médoc,243301389,CC Médullienne,"45.0774379, -0.792528","{""coordinates"": [-0.792528, 45.0774379], ""type"": ""Point""}",673,45520654000011,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200901,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,16,2025-05-04T00:00:00+02:00,2025
5200914,MARIE BRIZARD WINE & SPIRITS FRANCE,MARIE BRIZARD WINE & SPIRITS FRANCE,,MARIE BRIZARD WINE & SPIRITS FRANCE,33249,Lormont,243300316,Bordeaux Métropole,"44.8633299, -0.536469","{""coordinates"": [-0.536469, 44.8633299], ""type"": ""Point""}",678,45420006400136,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200914,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,11,2025-04-12T00:00:00+02:00,2025
5200936,DISTILLERIES VINICOLES  DU BLAYAIS,DISTILLERIES VINICOLES  DU BLAYAIS,,DISTILLERIES VINICOLES  DU BLAYAIS,33380,Val-de-Livenne,243300811,CC de l'Estuaire,"45.2688519, -0.525523","{""coordinates"": [-0.525523, 45.2688519], ""type"": ""Point""}",682,58702006600011,AUTORISATION,SEUIL_BAS,TRUE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200936,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,11,2025-12-18T00:00:00+01:00,2025
5200937,CdC du Bazadais,CdC du Bazadais,Marions,CdC du Bazadais — Marions,33195,Grignols,200043982,CC du Bazadais,"44.3874539, -0.046938","{""coordinates"": [-0.046938, 44.3874539], ""type"": ""Point""}",683,24330127200015,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200937,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,84,2025-02-10T00:00:00+01:00,2025
5200945,CACOLAC,CACOLAC,Léognan,CACOLAC — Léognan,33238,Léognan,243301264,CC de Montesquieu,"44.7399449, -0.613177","{""coordinates"": [-0.613177, 44.7399449], ""type"": ""Point""}",688,45620239900048,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200945,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,2025-07-16T00:00:00+02:00,2025
5200947,RAYNE CLAUDE,RAYNE CLAUDE,,RAYNE CLAUDE,33275,Martres,200069599,CC Rurales de l'Entre-Deux-Mers,"44.7104229, -0.168726","{""coordinates"": [-0.168726, 44.7104229], ""type"": ""Point""}",689,46111927300013,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200947,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,65,2025-02-10T00:00:00+01:00,2025
5200948,USTOM  CASTILLONNAIS,USTOM  CASTILLONNAIS,,USTOM  CASTILLONNAIS,33277,Massugas,243301371,CC du Pays Foyen,"44.7551489, 0.104746","{""coordinates"": [0.104746, 44.7551489], ""type"": ""Point""}",690,25330349900011,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200948,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38,2025-02-10T00:00:00+01:00,2025
5200969,SOCOREG,SOCOREG,,SOCOREG,33281,Mérignac,243300316,Bordeaux Métropole,"44.8494899, -0.6820839","{""coordinates"": [-0.6820839, 44.8494899], ""type"": ""Point""}",692,49326200000018,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200969,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,43,2025-10-12T00:00:00+02:00,2025
5200970,INTERMARCHE - Mérignac,INTERMARCHE,Mérignac,INTERMARCHE — Mérignac,33281,Mérignac,243300316,Bordeaux Métropole,"44.8325879, -0.646688","{""coordinates"": [-0.646688, 44.8325879], ""type"": ""Point""}",693,,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200970,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2025-02-10T00:00:00+01:00,2025
