id_icpe,nom_original,structure,etablissement,nom_complet,code_insee_commune,nom_commune,epci_siren,epci_nom,coordonnees_lat_lon,geometrie_geojson,id_ligne_export,siret,regime_icpe,categorie_seveso,priorite_nationale,url_fiche_georisques,elevage_bovins,elevage_porcs,elevage_volailles,activite_carriere,activite_eolienne,activite_industrielle,directive_ied,code_naf_division,date_enregistrement,annee_enregistrement
5207136,PAB- Hangars Bassens-,PAB- Hangars Bassens-,,PAB- Hangars Bassens-,33032,Bassens,243300316,Bordeaux Métropole,"44.9043509, -0.534605","{""coordinates"": [-0.534605, 44.9043509], ""type"": ""Point""}",1178,78180414100013,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005207136,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2025-06-13T00:00:00+02:00,2025
5207162,MAIRIE - St Loubès - Les Vergnes,MAIRIE - St Loubès - Les Vergnes,,MAIRIE - St Loubès - Les Vergnes,33433,Saint-Loubès,243301249,CC Les Rives de la Laurence,"44.9266469, -0.455008","{""coordinates"": [-0.455008, 44.9266469], ""type"": ""Point""}",1180,21330433000011,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005207162,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025
5207175,Décharge Arboudeau Ouest,Décharge Arboudeau Ouest,,Décharge Arboudeau Ouest,33056,Blanquefort,243300316,Bordeaux Métropole,"44.9272879, -0.6227159","{""coordinates"": [-0.6227159, 44.9272879], ""type"": ""Point""}",1182,21320056100016,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005207175,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2026-01-30T00:00:00+01:00,2026
5207227,MAINJOLLE,MAINJOLLE,,MAINJOLLE,33063,Bordeaux,243300316,Bordeaux Métropole,"44.8243359, -0.54964","{""coordinates"": [-0.54964, 44.8243359], ""type"": ""Point""}",1187,41011163700030,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005207227,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025
5207234,SEA INVEST BORDEAUX (Terminal Minéralier,SEA INVEST BORDEAUX (Terminal Minéralier,,SEA INVEST BORDEAUX (Terminal Minéralier,33032,Bassens,243300316,Bordeaux Métropole,"44.9118079, -0.539019","{""coordinates"": [-0.539019, 44.9118079], ""type"": ""Point""}",1188,31887184500034,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005207234,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,63,2025-02-10T00:00:00+01:00,2025
5207248,GMTP  - GIMENO,GMTP,GIMENO — Martres,GMTP — GIMENO — Martres,33275,Martres,200069599,CC Rurales de l'Entre-Deux-Mers,"44.7047379, -0.1715649","{""coordinates"": [-0.1715649, 44.7047379], ""type"": ""Point""}",1189,,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005207248,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-07-03T00:00:00+02:00,2025
5207293,ONYX  AQUITAINE,ONYX  AQUITAINE,,ONYX  AQUITAINE,33208,Jau-Dignac-et-Loirac,200070720,CC Médoc Atlantique,"45.4021319, -0.9825389","{""coordinates"": [-0.9825389, 45.4021319], ""type"": ""Point""}",1196,41470869300026,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005207293,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,43,2025-02-10T00:00:00+01:00,2025
5208569,EDISIT,EDISIT,Audenge — Liougey Sud,EDISIT — Audenge — Liougey Sud,33019,Audenge,243301504,CA du Bassin d'Arcachon Nord (COBAN),"44.6956119, -0.984839","{""coordinates"": [-0.984839, 44.6956119], ""type"": ""Point""}",1421,34529638800043,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005208569,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025
5208606,ATS INDUSTRIE,ATS INDUSTRIE,,ATS INDUSTRIE,33281,Mérignac,243300316,Bordeaux Métropole,"44.8334099, -0.684525","{""coordinates"": [-0.684525, 44.8334099], ""type"": ""Point""}",1427,48520620500026,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005208606,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2025-02-10T00:00:00+01:00,2025
5208633,STORME-PRUVOST,STORME-PRUVOST,,STORME-PRUVOST,33187,Gironde-sur-Dropt,200044394,CC du Réolais en Sud Gironde,"44.6006579, -0.08489","{""coordinates"": [-0.08489, 44.6006579], ""type"": ""Point""}",1431,43351972500017,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005208633,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,2025-02-10T00:00:00+01:00,2025
5208667,MAIRIE - Saint Jean d'Illac,MAIRIE - Saint Jean d'Illac,,MAIRIE - Saint Jean d'Illac,33422,Saint-Jean-d'Illac,243301165,CC Jalle-Eau-Bourde,"44.8108319, -0.7740069","{""coordinates"": [-0.7740069, 44.8108319], ""type"": ""Point""}",1433,,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005208667,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025
5208686,GREECE 93,GREECE 93,,GREECE 93,33422,Saint-Jean-d'Illac,243301165,CC Jalle-Eau-Bourde,"44.8107659, -0.7735719","{""coordinates"": [-0.7735719, 44.8107659], ""type"": ""Point""}",1436,97865076000025,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005208686,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47,2025-04-25T00:00:00+02:00,2025
5200743,DELAUNAY ET MIRATON,DELAUNAY ET MIRATON,,DELAUNAY ET MIRATON,33162,Eysines,243300316,Bordeaux Métropole,"44.8853959, -0.6359469","{""coordinates"": [-0.6359469, 44.8853959], ""type"": ""Point""}",610,32047197200010,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200743,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025
5200748,PERIER,PERIER,,PERIER,33165,Fargues-Saint-Hilaire,243301355,CC les Coteaux Bordelais,"44.8266919, -0.433891","{""coordinates"": [-0.433891, 44.8266919], ""type"": ""Point""}",614,,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200748,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025
5200767,SARIA Industries,SARIA Industries,,SARIA Industries,33167,Floirac,243300316,Bordeaux Métropole,"44.8317069, -0.5372639","{""coordinates"": [-0.5372639, 44.8317069], ""type"": ""Point""}",619,,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200767,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025
5200768,BORDELAISE DE MATERIAUX ENROBES (BME),BORDELAISE DE MATERIAUX ENROBES (BME),,BORDELAISE DE MATERIAUX ENROBES (BME),33167,Floirac,243300316,Bordeaux Métropole,"44.8238419, -0.525308","{""coordinates"": [-0.525308, 44.8238419], ""type"": ""Point""}",620,46720015000010,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200768,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,23,2026-03-17T00:00:00+01:00,2026
5200769,MAILLE Joseph,MAILLE Joseph,,MAILLE Joseph,33170,Fontet,200044394,CC du Réolais en Sud Gironde,"44.5698569, -0.030499","{""coordinates"": [-0.030499, 44.5698569], ""type"": ""Point""}",621,45039961300014,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200769,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,38,2025-02-10T00:00:00+01:00,2025
5200773,DRB ENVIRONNEMENT,DRB ENVIRONNEMENT,,DRB ENVIRONNEMENT,33174,Fronsac,243301397,CC du Fronsadais,"44.9345349, -0.2669509","{""coordinates"": [-0.2669509, 44.9345349], ""type"": ""Point""}",623,47970349800010,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200773,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,45,2025-12-12T00:00:00+01:00,2025
5200774,DISTILLERIE SARRAZIN,DISTILLERIE SARRAZIN,,DISTILLERIE SARRAZIN,33177,Gaillan-en-Médoc,200069995,CC Médoc Coeur de Presqu'île,"45.3449199, -0.9755799","{""coordinates"": [-0.9755799, 45.3449199], ""type"": ""Point""}",624,38196797500016,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200774,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,2025-02-10T00:00:00+01:00,2025
5200776,DUGAS Frères MONTAGNE et Cie,DUGAS Frères MONTAGNE et Cie,,DUGAS Frères MONTAGNE et Cie,33185,Génissac,200070092,CA du Libournais,"44.8723689, -0.2441329","{""coordinates"": [-0.2441329, 44.8723689], ""type"": ""Point""}",626,59635014000015,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200776,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025
5200779,CARTIER,CARTIER,,CARTIER,33187,Gironde-sur-Dropt,200044394,CC du Réolais en Sud Gironde,"44.5835979, -0.0863649","{""coordinates"": [-0.0863649, 44.5835979], ""type"": ""Point""}",629,,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200779,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025
5200782,CASTAGNE FRERES & Cie,CASTAGNE FRERES & Cie,,CASTAGNE FRERES & Cie,33095,Captieux,200043982,CC du Bazadais,"44.3027779, -0.2551889","{""coordinates"": [-0.2551889, 44.3027779], ""type"": ""Point""}",631,78186395600012,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200782,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,16,2025-08-15T00:00:00+02:00,2025
5200793,PICOTY RESEAU SAS,PICOTY RESEAU SAS,Gradignan,PICOTY RESEAU SAS — Gradignan,33192,Gradignan,243300316,Bordeaux Métropole,"44.7857309, -0.5953789","{""coordinates"": [-0.5953789, 44.7857309], ""type"": ""Point""}",633,51310084200188,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200793,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47,2025-02-10T00:00:00+01:00,2025
5200469,SAPESO BDX Quai  de Brazza,SAPESO BDX Quai  de Brazza,,SAPESO BDX Quai  de Brazza,33063,Bordeaux,243300316,Bordeaux Métropole,"44.8530079, -0.5526439","{""coordinates"": [-0.5526439, 44.8530079], ""type"": ""Point""}",510,35324238100013,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200469,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2025-02-10T00:00:00+01:00,2025
5200471,Institut technologique FCBA,Institut technologique FCBA,,Institut technologique FCBA,33063,Bordeaux,243300316,Bordeaux Métropole,"44.8689209, -0.5740569","{""coordinates"": [-0.5740569, 44.8689209], ""type"": ""Point""}",511,77568090300058,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200471,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,72,2025-12-11T00:00:00+01:00,2025
5200472,BORDEAUX METROPOLE,BORDEAUX METROPOLE,Bordeaux — Boulevard Alfred Daney,BORDEAUX METROPOLE — Bordeaux — Boulevard Alfred Daney,33063,Bordeaux,243300316,Bordeaux Métropole,"44.8744149, -0.561009","{""coordinates"": [-0.561009, 44.8744149], ""type"": ""Point""}",512,43458223500017,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200472,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2026-03-18T00:00:00+01:00,2026
5200505,PROMOSOL,PROMOSOL,,PROMOSOL,33063,Bordeaux,243300316,Bordeaux Métropole,"44.8382389, -0.565466","{""coordinates"": [-0.565466, 44.8382389], ""type"": ""Point""}",516,,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200505,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025
5200512,Pack2pack Aquitaine S.A.S.,Pack2pack Aquitaine S.A.S.,,Pack2pack Aquitaine S.A.S.,33063,Bordeaux,243300316,Bordeaux Métropole,"44.8616279, -0.54067","{""coordinates"": [-0.54067, 44.8616279], ""type"": ""Point""}",517,47020215100028,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200512,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025
5200545,FOURES,FOURES,,FOURES,33063,Bordeaux,243300316,Bordeaux Métropole,"44.8258019, -0.549163","{""coordinates"": [-0.549163, 44.8258019], ""type"": ""Point""}",531,,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200545,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025
5200554,EKEM (KEYOR),EKEM (KEYOR),,EKEM (KEYOR),33167,Floirac,243300316,Bordeaux Métropole,"44.8358889, -0.544595","{""coordinates"": [-0.544595, 44.8358889], ""type"": ""Point""}",534,45420155900019,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200554,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,16,2025-08-15T00:00:00+02:00,2025
5200555,SAN JOSE JEAN,SAN JOSE JEAN,,SAN JOSE JEAN,33063,Bordeaux,243300316,Bordeaux Métropole,"44.8314669, -0.582641","{""coordinates"": [-0.582641, 44.8314669], ""type"": ""Point""}",535,30752220100010,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200555,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,21,2025-02-10T00:00:00+01:00,2025
5200560,TECHNICENTRE AQUITAINE,TECHNICENTRE AQUITAINE,,TECHNICENTRE AQUITAINE,33063,Bordeaux,243300316,Bordeaux Métropole,"44.8153019, -0.5638069","{""coordinates"": [-0.5638069, 44.8153019], ""type"": ""Point""}",536,,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200560,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-11-18T00:00:00+01:00,2025
5200654,CB (ex Chambourcy),CB (ex Chambourcy),,CB (ex Chambourcy),33096,Carbon-Blanc,243300316,Bordeaux Métropole,"44.9068609, -0.4960319","{""coordinates"": [-0.4960319, 44.9068609], ""type"": ""Point""}",571,35006338400035,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200654,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025
5200655,ROCHETTE ETS,ROCHETTE ETS,,ROCHETTE ETS,33097,Carcans,200070720,CC Médoc Atlantique,"45.0830289, -1.047559","{""coordinates"": [-1.047559, 45.0830289], ""type"": ""Point""}",572,45620228200012,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200655,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,2026-03-20T00:00:00+01:00,2026
5200656,FORESTIERE AGRICOLE,FORESTIERE AGRICOLE,,FORESTIERE AGRICOLE,33097,Carcans,200070720,CC Médoc Atlantique,"45.0499109, -1.059025","{""coordinates"": [-1.059025, 45.0499109], ""type"": ""Point""}",573,,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200656,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2025-02-10T00:00:00+01:00,2025
5200670,BOUYER,BOUYER,,BOUYER,33112,Caumont,200069599,CC Rurales de l'Entre-Deux-Mers,"44.6943599, -0.0135309","{""coordinates"": [-0.0135309, 44.6943599], ""type"": ""Point""}",577,34402341100020,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200670,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-08-30T00:00:00+02:00,2025
5200672,PARTENAIRES SA,PARTENAIRES SA,,PARTENAIRES SA,33114,Cavignac,243301181,CC Latitude Nord Gironde,"45.0964519, -0.3782169","{""coordinates"": [-0.3782169, 45.0964519], ""type"": ""Point""}",579,35234625800028,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200672,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,82,2026-03-27T00:00:00+01:00,2026
5200677,S.A.R.L. LABADIE,S.A.R.L. LABADIE,,S.A.R.L. LABADIE,33119,Cenon,243300316,Bordeaux Métropole,"44.8605109, -0.5381159","{""coordinates"": [-0.5381159, 44.8605109], ""type"": ""Point""}",580,38424374700019,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200677,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,38,2025-02-10T00:00:00+01:00,2025
5200683,DOMAINE DU POT AU PIN,DOMAINE DU POT AU PIN,,DOMAINE DU POT AU PIN,33122,Cestas,243301165,CC Jalle-Eau-Bourde,"44.7237189, -0.7279599","{""coordinates"": [-0.7279599, 44.7237189], ""type"": ""Point""}",584,32465275900022,AUTORISATION,NON_SEVESO,TRUE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200683,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,2025-02-10T00:00:00+01:00,2025
5200701,TOTAL MARKETING FRANCE,TOTAL MARKETING FRANCE,Cestas,TOTAL MARKETING FRANCE — Cestas,33122,Cestas,243301165,CC Jalle-Eau-Bourde,"44.7431549, -0.6847829","{""coordinates"": [-0.6847829, 44.7431549], ""type"": ""Point""}",588,54203492103762,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,68,2025-02-10T00:00:00+01:00,2025
5200702,FINA - Cestas (Station A63),FINA,Cestas (Station A63),FINA — Cestas (Station A63),33122,Cestas,243301165,CC Jalle-Eau-Bourde,"44.7431549, -0.6847829","{""coordinates"": [-0.6847829, 44.7431549], ""type"": ""Point""}",589,,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200702,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025
5200707,STOCKMEIER (ex QUARON),STOCKMEIER (ex QUARON),,STOCKMEIER (ex QUARON),33122,Cestas,243301165,CC Jalle-Eau-Bourde,"44.7624919, -0.720777","{""coordinates"": [-0.720777, 44.7624919], ""type"": ""Point""}",591,30125287000151,AUTORISATION,SEUIL_BAS,TRUE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200707,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,46,2026-04-01T00:00:00+02:00,2026
5200709,POT AU PIN Energie,POT AU PIN Energie,,POT AU PIN Energie,33122,Cestas,243301165,CC Jalle-Eau-Bourde,"44.7025009, -0.7687259","{""coordinates"": [-0.7687259, 44.7025009], ""type"": ""Point""}",593,81226358000019,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200709,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,35,2025-10-12T00:00:00+02:00,2025
5200711,BOUCHEREAU,BOUCHEREAU,,BOUCHEREAU,33123,Cézac,243301181,CC Latitude Nord Gironde,"45.0893319, -0.4187149","{""coordinates"": [-0.4187149, 45.0893319], ""type"": ""Point""}",594,32443947000042,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200711,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025
5200718,COMPAGNIE CHIMIQUE D'AQUITAINE,COMPAGNIE CHIMIQUE D'AQUITAINE,,COMPAGNIE CHIMIQUE D'AQUITAINE,33138,Coutras,200070092,CA du Libournais,"45.0356229, -0.1350999","{""coordinates"": [-0.1350999, 45.0356229], ""type"": ""Point""}",597,,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200718,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2025-02-10T00:00:00+01:00,2025
5200721,UCVA,UCVA,,UCVA,33138,Coutras,200070092,CA du Libournais,"45.0496169, -0.1287279","{""coordinates"": [-0.1287279, 45.0496169], ""type"": ""Point""}",599,78188879700011,AUTORISATION,NON_SEVESO,TRUE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200721,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,11,2025-02-20T00:00:00+01:00,2025
5200726,BP Cubzac les Ponts,BP Cubzac les Ponts,,BP Cubzac les Ponts,33143,Cubzac-les-Ponts,243301223,CC du Grand Cubzaguais,"44.9752799, -0.4322209","{""coordinates"": [-0.4322209, 44.9752799], ""type"": ""Point""}",602,26330141800012,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200726,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,88,2025-02-10T00:00:00+01:00,2025
5200264,Société Pétrolière du Bec d'Ambès (SPBA),Société Pétrolière du Bec d'Ambès (SPBA),,Société Pétrolière du Bec d'Ambès (SPBA),33004,Ambès,243300316,Bordeaux Métropole,"45.0099179, -0.5650429","{""coordinates"": [-0.5650429, 45.0099179], ""type"": ""Point""}",421,30435072100052,AUTORISATION,SEUIL_HAUT,TRUE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200264,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,52,2026-04-01T00:00:00+02:00,2026
5200267,DUCAMIN FRERES,DUCAMIN FRERES,,DUCAMIN FRERES,33005,Andernos-les-Bains,243301504,CA du Bassin d'Arcachon Nord (COBAN),"44.7645269, -1.0686469","{""coordinates"": [-1.0686469, 44.7645269], ""type"": ""Point""}",424,31068377600028,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200267,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025
5200280,SIORAT - Arsac,SIORAT,Arsac,SIORAT — Arsac,33012,Arsac,243301447,CC Médoc Estuaire,"44.9964629, -0.687723","{""coordinates"": [-0.687723, 44.9964629], ""type"": ""Point""}",429,67682013700054,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200280,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,42,2025-02-10T00:00:00+01:00,2025
5200289,CETE APAVE SUDEUROPE,CETE APAVE SUDEUROPE,,CETE APAVE SUDEUROPE,33013,Artigues-près-Bordeaux,243300316,Bordeaux Métropole,"44.8497879, -0.4973929","{""coordinates"": [-0.4973929, 44.8497879], ""type"": ""Point""}",433,45209262000015,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200289,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70,2025-02-10T00:00:00+01:00,2025
5200290,SOBODEC FRANCE PRODUCTION SAS,SOBODEC FRANCE PRODUCTION SAS,,SOBODEC FRANCE PRODUCTION SAS,33013,Artigues-près-Bordeaux,243300316,Bordeaux Métropole,"44.8527999, -0.5002159","{""coordinates"": [-0.5002159, 44.8527999], ""type"": ""Point""}",434,46020128800012,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200290,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23,2025-02-10T00:00:00+01:00,2025
5200294,SDS - Sté de Signalisation,SDS,Sté de Signalisation,SDS — Sté de Signalisation,33013,Artigues-près-Bordeaux,243300316,Bordeaux Métropole,"44.8556109, -0.497642","{""coordinates"": [-0.497642, 44.8556109], ""type"": ""Point""}",435,30133143500018,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200294,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2025-02-10T00:00:00+01:00,2025
5200301,CAT DE CERTES,CAT DE CERTES,,CAT DE CERTES,33019,Audenge,243301504,CA du Bassin d'Arcachon Nord (COBAN),"44.6880739, -1.000126","{""coordinates"": [-1.000126, 44.6880739], ""type"": ""Point""}",438,,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200301,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025
5200302,SAS CAPY (ex LAPOULE Stéphane),SAS CAPY (ex LAPOULE Stéphane),,SAS CAPY (ex LAPOULE Stéphane),33019,Audenge,243301504,CA du Bassin d'Arcachon Nord (COBAN),"44.6964429, -0.986036","{""coordinates"": [-0.986036, 44.6964429], ""type"": ""Point""}",439,51199510200015,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200302,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,43,2025-02-10T00:00:00+01:00,2025
5200303,COBAN ex. MAIRIE Audenge CET Liougey Sud,COBAN ex. MAIRIE Audenge CET Liougey Sud,,COBAN ex. MAIRIE Audenge CET Liougey Sud,33019,Audenge,243301504,CA du Bassin d'Arcachon Nord (COBAN),"44.6992409, -0.988446","{""coordinates"": [-0.988446, 44.6992409], ""type"": ""Point""}",440,,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200303,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025
5200309,PMA - Ayguemorte,PMA,Ayguemorte,PMA — Ayguemorte,33023,Ayguemorte-les-Graves,243301264,CC de Montesquieu,"44.7100669, -0.481683","{""coordinates"": [-0.481683, 44.7100669], ""type"": ""Point""}",441,47220349600014,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200309,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025
